,Filename,Zero-Crossing Rate,Spectral Centroid,Spectral Rolloff,MFCC0,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,Category
0,cat_1.wav,0.07707160649585922,1532.4459831084885,3179.825492527174,-316.01019287109375,130.9508056640625,-19.625652313232422,37.88703155517578,-7.202529430389404,14.094849586486816,-9.078204154968262,3.2507388591766357,-1.6972311735153198,-0.23110826313495636,3.231752634048462,-3.2166664600372314,1.5898417234420776,-9.186468124389648,-0.08611002564430237,-5.722125053405762,-0.044562630355358124,-5.097544193267822,-2.0492191314697266,-0.2627514898777008,cat
1,cat_10.wav,0.17215470679012346,2585.100473509308,4447.616644965277,-289.7843322753906,19.932924270629883,-87.98625946044922,26.221778869628906,-32.781150817871094,15.979036331176758,-28.91757583618164,9.893176078796387,6.386388301849365,4.214934825897217,0.07474060356616974,-3.4339358806610107,2.9119327068328857,-17.241531372070312,5.861963272094727,-9.826478004455566,7.310463905334473,11.654932022094727,17.640865325927734,17.503517150878906,cat
2,cat_100.wav,0.11050851004464286,1884.100373851767,3504.52880859375,-194.1560821533203,96.25028228759766,-44.43807601928711,41.62683868408203,-21.592195510864258,19.34910011291504,-0.2880706787109375,0.6055941581726074,-5.80121374130249,-5.303531646728516,10.850777626037598,4.363002777099609,27.802236557006836,1.956935167312622,-15.019845962524414,-15.748173713684082,-13.17662239074707,4.247686862945557,1.6549748182296753,-18.195438385009766,cat
3,cat_101.wav,0.11223873015372984,1908.8523201376568,3715.8667779737902,-260.6388854980469,90.66974639892578,-41.669639587402344,0.6747406721115112,-28.410785675048828,1.020653247833252,-18.489160537719727,-11.60791015625,-4.7788615226745605,-7.162280559539795,-8.624866485595703,-12.645851135253906,-3.5641086101531982,-12.358790397644043,-3.825286626815796,-5.31282901763916,-3.4395649433135986,-2.4511778354644775,-2.4120981693267822,1.5701109170913696,cat
4,cat_102.wav,0.10062671047606925,1756.3887315201534,3353.8731343877294,-280.03094482421875,109.93842315673828,-48.04194259643555,5.455308437347412,-34.924095153808594,6.428153991699219,-21.479692459106445,-9.50996208190918,-6.877504348754883,-5.5386857986450195,-6.546352386474609,-13.65931510925293,-4.86699104309082,-14.70980167388916,-3.6117398738861084,-7.106121063232422,1.311652660369873,-0.5997968316078186,4.544625759124756,8.665427207946777,cat
5,cat_103.wav,0.10230767196566731,1759.4302366407303,3393.270454923235,-283.51312255859375,110.42778015136719,-46.49462890625,8.091955184936523,-31.841407775878906,5.132867813110352,-21.69527816772461,-8.383384704589844,-6.338016510009766,-6.328019618988037,-7.003705024719238,-13.943419456481934,-4.845383644104004,-13.666162490844727,-2.067901372909546,-4.145745754241943,4.453002452850342,0.03173258528113365,1.8833694458007812,4.357200622558594,cat
6,cat_105.wav,0.08208169621101365,1813.1100390651857,4123.3565481085525,-289.86834716796875,122.63436126708984,-35.0379524230957,58.13691329956055,-17.889842987060547,39.65764236450195,-12.85813045501709,21.474096298217773,-2.433626890182495,10.112190246582031,7.345564365386963,-3.6225597858428955,7.128801345825195,-8.936882972717285,10.892452239990234,-5.616646766662598,8.425649642944336,-5.224137783050537,3.761932611465454,-0.7668539881706238,cat
7,cat_106.wav,0.07669793429642166,1778.4618266130537,3955.382852166949,-273.3191223144531,124.51582336425781,-42.301212310791016,61.78403091430664,-16.230396270751953,41.39081954956055,-13.816266059875488,20.597936630249023,-3.271545171737671,11.048038482666016,7.057569980621338,-3.67623233795166,6.633486747741699,-8.980493545532227,12.618555068969727,-5.519737720489502,8.34671401977539,-5.004885673522949,5.08119535446167,-0.37136852741241455,cat
8,cat_107.wav,0.07183023301499034,1700.9123768053046,3757.0857920545213,-262.13018798828125,126.194091796875,-36.404296875,57.451515197753906,-11.363728523254395,39.777244567871094,-12.21623420715332,16.068971633911133,-4.643462181091309,7.799792289733887,4.993401050567627,-6.57424783706665,3.5364537239074707,-7.8563385009765625,12.614543914794922,-4.815082550048828,7.775071620941162,-3.863001823425293,4.157642841339111,0.13275766372680664,cat
9,cat_108.wav,0.15577348456325302,2197.4421073730755,3663.6280473456327,-261.0142517089844,68.59294128417969,-68.4347152709961,57.709449768066406,-30.12480926513672,17.513025283813477,3.363290548324585,11.571769714355469,20.188722610473633,26.534324645996094,28.56087303161621,8.683685302734375,6.403881549835205,-19.294654846191406,-3.0212819576263428,7.6224446296691895,13.059220314025879,1.393409252166748,3.1641199588775635,21.346399307250977,cat
10,cat_109.wav,0.06893643465909091,1363.7898992847258,2729.3547739624505,-356.5886535644531,76.13275146484375,-5.358262062072754,-4.010377407073975,-16.31195640563965,-3.7479701042175293,-5.6753692626953125,-29.180644989013672,-19.022388458251953,-10.830217361450195,-9.634765625,-1.8687032461166382,-7.867813587188721,-8.133231163024902,1.4521220922470093,5.512445449829102,11.203422546386719,14.771489143371582,13.199371337890625,4.22861385345459,cat
11,cat_11.wav,0.0496752976910058,1162.6942182748548,2498.247240313709,-370.46649169921875,118.2972412109375,12.055739402770996,15.983203887939453,16.898141860961914,-1.1280436515808105,-7.200596809387207,-2.861757755279541,-13.110899925231934,-12.339883804321289,-1.6539300680160522,-9.342198371887207,-11.906274795532227,-7.09871768951416,-9.608956336975098,-9.24267292022705,-5.124138832092285,-6.686596870422363,-7.851543426513672,-8.323053359985352,cat
